threshold,APCER,BPCER
0.0,1.0,0.0
0.005025125628140704,0.8733233979135618,0.0009293680297397769
0.010050251256281407,0.7496274217585693,0.0037174721189591076
0.01507537688442211,0.6915052160953801,0.0037174721189591076
0.020100502512562814,0.6631892697466468,0.0037174721189591076
0.02512562814070352,0.6482861400894188,0.0037174721189591076
0.03015075376884422,0.6348733233979136,0.0037174721189591076
0.035175879396984924,0.6199701937406855,0.004646840148698885
0.04020100502512563,0.6110283159463488,0.0055762081784386614
0.04522613065326633,0.5961251862891207,0.006505576208178439
0.05025125628140704,0.5812220566318927,0.006505576208178439
0.05527638190954774,0.5707898658718331,0.006505576208178439
0.06030150753768844,0.5618479880774963,0.007434944237918215
0.06532663316582915,0.5499254843517138,0.007434944237918215
0.07035175879396985,0.5424739195230999,0.007434944237918215
0.07537688442211056,0.5305514157973175,0.008364312267657992
0.08040201005025126,0.526080476900149,0.008364312267657992
0.08542713567839195,0.518628912071535,0.008364312267657992
0.09045226130653267,0.5156482861400894,0.008364312267657992
0.09547738693467336,0.5126676602086438,0.008364312267657992
0.10050251256281408,0.5081967213114754,0.008364312267657992
0.10552763819095477,0.503725782414307,0.00929368029739777
0.11055276381909548,0.5022354694485842,0.00929368029739777
0.11557788944723618,0.5007451564828614,0.00929368029739777
0.12060301507537688,0.496274217585693,0.00929368029739777
0.12562814070351758,0.4947839046199702,0.00929368029739777
0.1306532663316583,0.4932935916542474,0.00929368029739777
0.135678391959799,0.4918032786885246,0.00929368029739777
0.1407035175879397,0.4918032786885246,0.010223048327137546
0.1457286432160804,0.4918032786885246,0.010223048327137546
0.15075376884422112,0.4903129657228018,0.010223048327137546
0.15577889447236182,0.4903129657228018,0.010223048327137546
0.16080402010050251,0.488822652757079,0.010223048327137546
0.1658291457286432,0.4873323397913562,0.010223048327137546
0.1708542713567839,0.4873323397913562,0.010223048327137546
0.17587939698492464,0.4858420268256334,0.010223048327137546
0.18090452261306533,0.4843517138599106,0.010223048327137546
0.18592964824120603,0.4843517138599106,0.010223048327137546
0.19095477386934673,0.4828614008941878,0.010223048327137546
0.19597989949748745,0.4828614008941878,0.010223048327137546
0.20100502512562815,0.4828614008941878,0.010223048327137546
0.20603015075376885,0.4828614008941878,0.010223048327137546
0.21105527638190955,0.481371087928465,0.011152416356877323
0.21608040201005024,0.481371087928465,0.011152416356877323
0.22110552763819097,0.4798807749627422,0.011152416356877323
0.22613065326633167,0.47690014903129657,0.011152416356877323
0.23115577889447236,0.47690014903129657,0.011152416356877323
0.23618090452261306,0.47690014903129657,0.012081784386617101
0.24120603015075376,0.47540983606557374,0.012081784386617101
0.24623115577889448,0.47391952309985097,0.012081784386617101
0.25125628140703515,0.47391952309985097,0.013011152416356878
0.2562814070351759,0.47242921013412814,0.013011152416356878
0.2613065326633166,0.47242921013412814,0.013011152416356878
0.2663316582914573,0.47242921013412814,0.013940520446096654
0.271356783919598,0.47242921013412814,0.013940520446096654
0.2763819095477387,0.46944858420268254,0.013940520446096654
0.2814070351758794,0.46795827123695977,0.01486988847583643
0.2864321608040201,0.46795827123695977,0.015799256505576207
0.2914572864321608,0.46646795827123694,0.015799256505576207
0.2964824120603015,0.46646795827123694,0.015799256505576207
0.30150753768844224,0.46497764530551416,0.015799256505576207
0.3065326633165829,0.46199701937406856,0.015799256505576207
0.31155778894472363,0.45901639344262296,0.015799256505576207
0.3165829145728643,0.45752608047690013,0.016728624535315983
0.32160804020100503,0.45752608047690013,0.016728624535315983
0.32663316582914576,0.45603576751117736,0.016728624535315983
0.3316582914572864,0.45305514157973176,0.016728624535315983
0.33668341708542715,0.45007451564828616,0.016728624535315983
0.3417085427135678,0.44709388971684055,0.016728624535315983
0.34673366834170855,0.4456035767511177,0.016728624535315983
0.35175879396984927,0.44411326378539495,0.016728624535315983
0.35678391959798994,0.44411326378539495,0.017657992565055763
0.36180904522613067,0.4426229508196721,0.019516728624535316
0.36683417085427134,0.4426229508196721,0.019516728624535316
0.37185929648241206,0.4396423248882265,0.019516728624535316
0.3768844221105528,0.43815201192250375,0.019516728624535316
0.38190954773869346,0.43517138599105815,0.019516728624535316
0.3869346733668342,0.43517138599105815,0.019516728624535316
0.3919597989949749,0.43517138599105815,0.019516728624535316
0.3969849246231156,0.43219076005961254,0.019516728624535316
0.4020100502512563,0.42921013412816694,0.020446096654275093
0.40703517587939697,0.4262295081967213,0.02137546468401487
0.4120603015075377,0.4262295081967213,0.02137546468401487
0.4170854271356784,0.4262295081967213,0.02137546468401487
0.4221105527638191,0.4262295081967213,0.02137546468401487
0.4271356783919598,0.4247391952309985,0.02137546468401487
0.4321608040201005,0.4217585692995529,0.02137546468401487
0.4371859296482412,0.4217585692995529,0.02137546468401487
0.44221105527638194,0.4172876304023845,0.02137546468401487
0.4472361809045226,0.4172876304023845,0.02137546468401487
0.45226130653266333,0.4157973174366617,0.02137546468401487
0.457286432160804,0.4157973174366617,0.02137546468401487
0.4623115577889447,0.4128166915052161,0.02137546468401487
0.46733668341708545,0.4068554396423249,0.02137546468401487
0.4723618090452261,0.4038748137108793,0.022304832713754646
0.47738693467336685,0.4038748137108793,0.023234200743494422
0.4824120603015075,0.4038748137108793,0.023234200743494422
0.48743718592964824,0.40238450074515647,0.023234200743494422
0.49246231155778897,0.39940387481371087,0.023234200743494422
0.49748743718592964,0.3979135618479881,0.023234200743494422
0.5025125628140703,0.3979135618479881,0.023234200743494422
0.507537688442211,0.3979135618479881,0.024163568773234202
0.5125628140703518,0.39642324888226527,0.024163568773234202
0.5175879396984925,0.3949329359165425,0.024163568773234202
0.5226130653266332,0.39046199701937406,0.024163568773234202
0.5276381909547738,0.38748137108792846,0.02509293680297398
0.5326633165829145,0.3859910581222057,0.026022304832713755
0.5376884422110553,0.38450074515648286,0.026022304832713755
0.542713567839196,0.38450074515648286,0.026022304832713755
0.5477386934673367,0.38152011922503726,0.026022304832713755
0.5527638190954774,0.37853949329359166,0.026022304832713755
0.5577889447236181,0.37555886736214605,0.026022304832713755
0.5628140703517588,0.37555886736214605,0.026022304832713755
0.5678391959798995,0.37555886736214605,0.02695167286245353
0.5728643216080402,0.3740685543964232,0.02695167286245353
0.577889447236181,0.3740685543964232,0.02695167286245353
0.5829145728643216,0.3740685543964232,0.02695167286245353
0.5879396984924623,0.37257824143070045,0.027881040892193308
0.592964824120603,0.36959761549925485,0.027881040892193308
0.5979899497487438,0.36661698956780925,0.027881040892193308
0.6030150753768845,0.3651266766020864,0.028810408921933085
0.6080402010050251,0.3651266766020864,0.028810408921933085
0.6130653266331658,0.3651266766020864,0.028810408921933085
0.6180904522613065,0.3651266766020864,0.028810408921933085
0.6231155778894473,0.3621460506706408,0.028810408921933085
0.628140703517588,0.35767511177347244,0.028810408921933085
0.6331658291457286,0.3561847988077496,0.02973977695167286
0.6381909547738693,0.3561847988077496,0.02973977695167286
0.6432160804020101,0.353204172876304,0.031598513011152414
0.6482412060301508,0.353204172876304,0.03345724907063197
0.6532663316582915,0.35171385991058124,0.03438661710037175
0.6582914572864321,0.35171385991058124,0.0362453531598513
0.6633165829145728,0.34575260804769004,0.0362453531598513
0.6683417085427136,0.33979135618479883,0.0362453531598513
0.6733668341708543,0.33979135618479883,0.0362453531598513
0.678391959798995,0.33979135618479883,0.0362453531598513
0.6834170854271356,0.3353204172876304,0.0362453531598513
0.6884422110552764,0.3323397913561848,0.0362453531598513
0.6934673366834171,0.33084947839046197,0.03717472118959108
0.6984924623115578,0.33084947839046197,0.03717472118959108
0.7035175879396985,0.3293591654247392,0.03810408921933085
0.7085427135678392,0.32786885245901637,0.03903345724907063
0.7135678391959799,0.3204172876304024,0.03903345724907063
0.7185929648241206,0.31594634873323396,0.040892193308550186
0.7236180904522613,0.30700447093889716,0.040892193308550186
0.7286432160804021,0.30402384500745155,0.040892193308550186
0.7336683417085427,0.3025335320417288,0.041821561338289966
0.7386934673366834,0.2995529061102832,0.04275092936802974
0.7437185929648241,0.29508196721311475,0.04460966542750929
0.7487437185929648,0.29508196721311475,0.04460966542750929
0.7537688442211056,0.29210134128166915,0.04553903345724907
0.7587939698492463,0.29210134128166915,0.046468401486988845
0.7638190954773869,0.28614008941877794,0.046468401486988845
0.7688442211055276,0.2846497764530551,0.047397769516728624
0.7738693467336684,0.2816691505216095,0.047397769516728624
0.7788944723618091,0.2786885245901639,0.047397769516728624
0.7839195979899498,0.2786885245901639,0.04925650557620818
0.7889447236180904,0.2786885245901639,0.05018587360594796
0.7939698492462312,0.27421758569299554,0.05018587360594796
0.7989949748743719,0.2697466467958271,0.05111524163568773
0.8040201005025126,0.26527570789865873,0.05204460966542751
0.8090452261306533,0.2637853949329359,0.05483271375464684
0.8140703517587939,0.2637853949329359,0.055762081784386616
0.8190954773869347,0.2593144560357675,0.056691449814126396
0.8241206030150754,0.2548435171385991,0.0604089219330855
0.8291457286432161,0.2518628912071535,0.062267657992565055
0.8341708542713568,0.2503725782414307,0.062267657992565055
0.8391959798994975,0.2488822652757079,0.06319702602230483
0.8442211055276382,0.2429210134128167,0.06412639405204461
0.8492462311557789,0.2399403874813711,0.06412639405204461
0.8542713567839196,0.23695976154992549,0.06412639405204461
0.8592964824120604,0.23248882265275708,0.06505576208178439
0.864321608040201,0.22205663189269748,0.06784386617100371
0.8693467336683417,0.21907600596125187,0.06970260223048327
0.8743718592964824,0.21311475409836064,0.0724907063197026
0.8793969849246231,0.20119225037257824,0.07342007434944238
0.8844221105527639,0.19523099850968703,0.07527881040892194
0.8894472361809045,0.19225037257824143,0.07806691449814127
0.8944723618090452,0.18926974664679583,0.07992565055762081
0.8994974874371859,0.18628912071535023,0.08085501858736059
0.9045226130653267,0.17734724292101342,0.08550185873605948
0.9095477386934674,0.17287630402384502,0.08921933085501858
0.914572864321608,0.16393442622950818,0.09200743494423792
0.9195979899497487,0.15946348733233978,0.09293680297397769
0.9246231155778895,0.15201192250372578,0.09665427509293681
0.9296482412060302,0.14307004470938897,0.09758364312267657
0.9346733668341709,0.13412816691505217,0.10037174721189591
0.9396984924623115,0.12369597615499255,0.10223048327137546
0.9447236180904522,0.11326378539493294,0.10780669144981413
0.949748743718593,0.09836065573770492,0.11152416356877323
0.9547738693467337,0.09090909090909091,0.1171003717472119
0.9597989949748744,0.07898658718330849,0.12267657992565056
0.964824120603015,0.07153502235469449,0.12732342007434944
0.9698492462311558,0.06259314456035768,0.13847583643122677
0.9748743718592965,0.05514157973174367,0.14869888475836432
0.9798994974874372,0.043219076005961254,0.1579925650557621
0.9849246231155779,0.03129657228017884,0.17843866171003717
0.9899497487437187,0.01788375558867362,0.21654275092936803
0.9949748743718593,0.004470938897168405,0.6273234200743495
1.0,0.0,1.0
